,,,,Command Area,,,,,,,Non-Command Area,,,,,,,Poor GW quality area,,,,,,,,,,,,,,,,,,,,,
175,12_C_66_14,ATP_C_66_Ananthapuramu,Somaladoddi,0,0,162,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
176,12_C_66_14,ATP_C_66_Ananthapuramu,Narayanapuram,0,0,129,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
177,12_C_66_14,ATP_C_66_Ananthapuramu,Kodimi,0,0,0,0,0,0,0,0,0,125,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
178,12_C_66_14,ATP_C_66_Ananthapuramu,Alamur,0,0,0,0,0,0,0,0,0,282,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
179,12_C_66_14,ATP_C_66_Ananthapuramu,Kakkalapalli,0,0,0,0,0,0,0,0,0,220,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
180,12_C_66_14,ATP_C_66_Ananthapuramu,Anantapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
181,12_C_66_14,ATP_C_66_Ananthapuramu,Bukkacherla,0,0,0,0,0,0,0,0,0,160,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
182,12_C_66_14,ATP_C_66_Ananthapuramu,Katiganikaluva,0,0,0,0,0,0,0,0,0,158,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
183,12_C_66_04,ATP_C_66_Narpala,Chiyyedu,0,0,0,0,0,0,0,0,0,430,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
184,12_C_66_04,ATP_C_66_Narpala,Chennampalli,0,0,512,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
185,12_C_66_04,ATP_C_66_Narpala,K.Agragharam,0,0,567,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
186,12_C_66_04,ATP_C_66_Narpala,Danduvaripalli,0,0,0,0,0,0,0,0,0,143,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
187,12_C_66_04,ATP_C_66_Narpala,Chamaluru,0,0,584,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
188,12_C_66_04,ATP_C_66_Narpala,Narpala,0,0,550,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
189,12_C_66_04,ATP_C_66_Narpala,Daggumarri,0,0,0,0,0,0,0,0,0,159,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
190,12_C_66_04,ATP_C_66_Narpala,Bondalavada,0,0,0,0,0,0,0,0,0,128,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
191,12_C_66_04,ATP_C_66_Narpala,Siddaracherla,0,0,0,0,0,0,0,0,0,70,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
192,12_C_66_04,ATP_C_66_Narpala,Durgam,0,0,0,0,0,0,0,0,0,50,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
193,12_C_66_04,ATP_C_66_Narpala,Bandlapalli,0,0,0,0,0,0,0,0,0,220,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
194,12_C_66_04,ATP_C_66_Narpala,B.Pappur,0,0,0,0,0,0,0,0,0,125,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
195,12_C_66_04,ATP_C_66_Narpala,Venkatampalli,0,0,0,0,0,0,0,0,0,186,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
196,12_C_66_04,ATP_C_66_Narpala,Nadimidoddi,0,0,0,0,0,0,0,0,0,257,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
197,12_C_66_04,ATP_C_66_Narpala,Korivipalli,0,0,0,0,0,0,0,0,0,112,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
198,12_C_66_04,ATP_C_66_Narpala,Julakalva,0,0,0,0,0,0,0,0,0,101,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
199,12_C_66_04,ATP_C_66_Narpala,Peravali,0,0,0,0,0,0,0,0,0,73,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
200,12_C_66_06,ATP_C_66_Rotarypuram,Peddajalalpuram,0,0,0,0,,0,0,0,0,124,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
201,12_C_66_06,ATP_C_66_Rotarypuram,Channavaram,0,0,54,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
202,12_C_66_06,ATP_C_66_Rotarypuram,Narasapuram,0,0,0,0,,0,0,0,0,29,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
203,12_C_66_06,ATP_C_66_Rotarypuram,Akuledu,0,0,100,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
204,12_C_66_06,ATP_C_66_Rotarypuram,Loluru,0,0,113,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
205,12_C_66_06,ATP_C_66_Rotarypuram,Karnatakampalli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
206,12_C_66_06,ATP_C_66_Rotarypuram,Podaralla,0,0,385,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
207,12_C_66_06,ATP_C_66_Rotarypuram,Taticherla,0,0,169,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
208,12_C_66_06,ATP_C_66_Rotarypuram,Kotanka,0,0,0,0,,0,0,0,0,185,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
209,12_C_66_06,ATP_C_66_Rotarypuram,Marthadu,0,0,426,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
210,12_C_66_06,ATP_C_66_Rotarypuram,Jambuladine,0,0,112,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
211,12_C_66_06,ATP_C_66_Rotarypuram,Obulapuram,0,0,0,0,,0,0,0,0,37,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
212,12_C_66_06,ATP_C_66_Rotarypuram,Garladinne,0,0,412,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
213,12_C_66_06,ATP_C_66_Rotarypuram,Chedulla,0,0,169,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
214,12_C_66_06,ATP_C_66_Rotarypuram,Korrapadu,0,0,300,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
215,12_C_66_06,ATP_C_66_Rotarypuram,Rotarypuram,0,0,319,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
216,12_C_66_06,ATP_C_66_Rotarypuram,Chennarayanipalli,0,0,30,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
217,12_C_66_06,ATP_C_66_Rotarypuram,Siddarampeta,0,0,15,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
218,12_C_66_10,ATP_C_66_Salakamcheruvu,Salakamcheruvu,0,0,139,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
219,12_C_66_10,ATP_C_66_Salakamcheruvu,Matlagondi,0,0,0,0,0,0,0,0,0,52,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
220,12_C_66_10,ATP_C_66_Salakamcheruvu,Sodanapalli,0,0,0,0,0,0,0,0,0,142,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
221,12_C_66_10,ATP_C_66_Salakamcheruvu,Singanamala,0,0,0,0,0,0,0,0,0,13,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
222,12_C_66_10,ATP_C_66_Salakamcheruvu,Cheelapalli,0,0,0,0,0,0,0,0,0,32,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
223,12_C_66_10,ATP_C_66_Salakamcheruvu,Chakrayapeta,0,0,0,0,0,0,0,0,0,48,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
224,12_D_46_06,ATP_D_46_Bhupasamudram,H.Hosahalli,0,0,62,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
225,12_D_46_06,ATP_D_46_Bhupasamudram,Bhupasamudram,0,0,293,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
226,12_D_46_06,ATP_D_46_Bhupasamudram,Veparala,0,0,0,0,0,0,0,0,0,259,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
227,12_D_46_06,ATP_D_46_Bhupasamudram,Junjurampalli,0,0,376,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
228,12_D_46_06,ATP_D_46_Bhupasamudram,Nagireddipalli,0,0,0,0,0,0,0,0,0,270,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
229,12_D_46_06,ATP_D_46_Bhupasamudram,Avuladatla,0,0,0,0,0,0,0,0,0,223,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
230,12_D-46-02,ATP-D-46-Havalgi,Vidapanakal,0,0,166,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
231,12_D-46-02,ATP-D-46-Havalgi,Havalgi,0,0,66,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
232,12_D-46-02,ATP-D-46-Havalgi,Karakamukkala,0,0,107,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
233,12_D-46-02,ATP-D-46-Havalgi,Malapuram,0,0,0,0,0,0,0,0,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,
234,12_D-46-02,ATP-D-46-Havalgi,Palthuru,0,0,261,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
235,12_D-46-02,ATP-D-46-Havalgi,Vyasapuram,0,0,0,0,0,0,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
236,12_D-46-02,ATP-D-46-Havalgi,Bollanaguddam,0,0,77,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
237,12_D-46-02,ATP-D-46-Havalgi,Kalludevanahalli,0,0,80,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
238,12_D-46-02,ATP-D-46-Havalgi,D.Honnur,0,0,646,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
239,12_D_46_14,ATP_D_46_Kadlur,Ganigera,0,0,702,0,0,0,0,0,30,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
240,12_D_46_14,ATP_D_46_Kadlur,Yerraguntla,0,0,531,0,0,0,0,0,25,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
241,12_D_46_14,ATP_D_46_Kadlur,Singanahalli,0,0,321,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
242,12_D_46_14,ATP_D_46_Kadlur,Sreedharagatta,0,0,524,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
243,12_D_46_14,ATP_D_46_Kadlur,Kolaganahalli,0,0,538,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
244,12_D_46_14,ATP_D_46_Kadlur,Muradi,0,0,0,0,0,0,0,0,190,544,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
245,12_D_46_03,ATP_D_46_Kadlur,Kadalur,0,0,0,0,,0,0,0,10,211,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
246,12_D_46_04,ATP_D_46_Kadlur,Kudlur,0,0,271,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
247,12_D_46_17,ATP_D_46_Rayadurg,74 Udegolam,0,0,0,0,0,0,0,0,0,118,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
248,12_D_46_17,ATP_D_46_Rayadurg,Kontanahalli,0,0,0,0,0,0,0,0,0,57,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
249,12_D_46_17,ATP_D_46_Rayadurg,Baginayanahalli,0,0,0,0,0,0,0,0,0,212,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
250,12_D_46_17,ATP_D_46_Rayadurg,Rayadurg,0,0,0,0,0,0,0,0,0,281,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
251,12_D_46_17,ATP_D_46_Rayadurg,Galagala,0,0,0,0,0,0,0,0,0,152,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
252,12_D_46_17,ATP_D_46_Rayadurg,Gollapalli,0,0,0,0,0,0,0,0,0,112,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
253,12_D_46_17,ATP_D_46_Rayadurg,Veerapuram,0,0,0,0,0,0,0,0,0,144,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
254,12_D_46_17,ATP_D_46_Rayadurg,Belodu,0,0,257,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
255,12_D_46_17,ATP_D_46_Rayadurg,Kalugodu,0,0,345,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
256,12_D_46_17,ATP_D_46_Rayadurg,Tallakera,0,0,382,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
257,12_D_46_17,ATP_D_46_Rayadurg,Gummagatta,0,0,229,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
258,12_D_46_17,ATP_D_46_Rayadurg,Rangasamudram,0,0,0,0,0,0,0,0,0,112,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
259,12_D_46_17,ATP_D_46_Rayadurg,Pulakunta,0,0,0,0,0,0,0,0,0,129,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
260,12_D_46_16,ATP_D_46_Sollapuram,Govidavada,0,0,226,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
261,12_D_46_16,ATP_D_46_Sollapuram,Bidurukotham,0,0,0,0,0,0,0,0,0,24,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
262,12_D_46_16,ATP_D_46_Sollapuram,Meenahalli,0,0,0,0,0,0,0,0,0,14,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
263,12_D_46_16,ATP_D_46_Sollapuram,Garudachedu,0,0,0,0,0,0,0,0,0,98,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
264,12_D_46_16,ATP_D_46_Sollapuram,Thumbiganur,0,0,326,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
265,12_D_46_16,ATP_D_46_Sollapuram,N.Hanumapuram,0,0,0,0,0,0,0,0,0,14,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
266,12_D_46_16,ATP_D_46_Sollapuram,Sollapuram,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
267,12_D_46_16,ATP_D_46_Sollapuram,Malyam,0,0,0,0,0,0,0,0,0,201,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
268,12_D_46_03,ATP_D_46_Uravakonda,Budagavi,0,0,0,0,,0,0,0,0,24,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
269,12_D_46_03,ATP_D_46_Uravakonda,Veligonda,0,0,0,0,,0,0,0,10,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
270,12_D_46_03,ATP_D_46_Uravakonda,Raenimakulapalli,0,0,0,0,,0,0,0,1,21,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
271,12_D_46_03,ATP_D_46_Uravakonda,Rayampalli,0,0,26,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
272,12_D_46_03,ATP_D_46_Uravakonda,Nerimetla,0,0,117,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
273,12_D_46_03,ATP_D_46_Uravakonda,Nimbagallu,0,0,0,0,,0,0,0,8,12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
274,12_D_46_03,ATP_D_46_Uravakonda,Indravathi,0,0,0,0,,0,0,0,12,26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
275,12_D_46_03,ATP_D_46_Uravakonda,Peddamusturu,0,0,0,0,,0,0,0,21,54,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
276,12_D_46_03,ATP_D_46_Uravakonda,Uravakonda,0,0,0,0,,0,0,0,10,46,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
277,12_D_46_03,ATP_D_46_Uravakonda,Chikalaguriki,0,0,0,0,,0,0,0,3,25,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
278,12_D_46_03,ATP_D_46_Uravakonda,Undabanda,0,0,55,0,,0,0,0,2,24,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
279,12_C_67_06,ATP_C_67_Yellanur,Yellanur,0,0,496,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
280,12_C_67_06,ATP_C_67_Yellanur,Vennapusapalli,0,0,200,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
281,12_C_67_06,ATP_C_67_Yellanur,Kodumurthi,0,0,45,0,0,0,0,0,0,95,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
282,12_C_67_06,ATP_C_67_Yellanur,Mallagundla,0,0,35,0,0,0,0,0,0,185,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
283,12_C_67_06,ATP_C_67_Yellanur,Kalluru,0,0,337,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
284,12_C_67_06,ATP_C_67_Yellanur,Goddumarri,0,0,0,0,0,0,0,0,0,392,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
285,12_C_67_06,ATP_C_67_Yellanur,Singavaram,0,0,486,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
286,12_C_65_20,ATP_C_65_Tadipatri,Challavaripalli,0,0,0,0,0,0,0,0,0,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
287,12_C_65_21,ATP_C_65_Tadipatri,Jambulapadu,0,0,0,0,0,0,0,0,0,18,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
288,12_C_65_22,ATP_C_65_Tadipatri,Hussenapuram,0,0,0,0,0,0,0,0,0,84,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
289,12_C_65_23,ATP_C_65_Tadipatri,Veerapuram,0,0,0,0,0,0,0,0,0,104,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
290,12_C_65_24,ATP_C_65_Tadipatri,Vanganuru,0,0,0,0,0,0,0,0,0,25,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
291,12_C_65_25,ATP_C_65_Tadipatri,Bondaladinne,0,0,0,0,0,0,0,0,0,100,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
292,12_C_65_26,ATP_C_65_Tadipatri,Kandikaparla,0,0,0,0,0,0,0,0,0,103,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
293,12_C_65_27,ATP_C_65_Tadipatri,Putlur,0,0,0,0,0,0,0,0,0,642,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
294,12_C_65_28,ATP_C_65_Tadipatri,Gandlapadu,0,0,0,0,0,0,0,0,0,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
295,12_C_65_29,ATP_C_65_Tadipatri,S.Guduru,0,0,0,0,0,0,0,0,0,184,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
296,12_C_65_30,ATP_C_65_Tadipatri,Diguvapalli,0,0,0,0,0,0,0,0,0,110,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
297,12_C_65_31,ATP_C_65_Tadipatri,Tadipatri,0,0,0,0,,0,0,0,0,241,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
298,12_C_59_07,ATP_C_59_Kacharlakunta,Kasarlakunta,0,0,0,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
299,12_C_59_07,ATP_C_59_Kacharlakunta,Pathapalli,0,0,136,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
300,12_C_63_09,ATP_C_63_Bucherla,Jakkalacheruvu,,,,,,,,,,55,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
301,12_C_63_09,ATP_C_63_Bucherla,Bucherla,,,,,,,,,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
302,12_C_63_09,ATP_C_63_Bucherla,Roddakampalli,,,,,,,,,,33,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
303,12_C_63_20,ATP_C_63_Cherukuru,Nalluru,,,,,,,,,,84,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
304,12_C_63_20,ATP_C_63_Cherukuru,Chinnamanthuru,,,,,,,,,,92,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
305,12_C_63_20,ATP_C_63_Cherukuru,Peddamanthuru,,,,,,,,,,132,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
306,12_C_63_20,ATP_C_63_Cherukuru,Cherukuru,,,,,,,,,,88,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
307,12_C_63_20,ATP_C_63_Cherukuru,Kalipi,,,,,,,,,,141,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
308,12_C_67_18,ATP_C_67_Chilmathur,Gangampalli,,,,,,,,,,117,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
309,12_C_67_18,ATP_C_67_Chilmathur,Gownivaripalli,,,,,,,,,,506,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
310,12_C_67_18,ATP_C_67_Chilmathur,Jowkuladinne,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
311,12_C_67_18,ATP_C_67_Chilmathur,Bugumpalli,,,,,,,,,,16,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
312,12_C_67_18,ATP_C_67_Chilmathur,Mallepalli,,,,,,,,,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
313,12_C_67_18,ATP_C_67_Chilmathur,Obulapuram,,,,,,,,,,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
314,12_C_67_18,ATP_C_67_Chilmathur,Katepalli,,,,,,,,,,9,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
315,12_C_67_18,ATP_C_67_Chilmathur,Ragimakulapalli,,,,,,,,,,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
316,12_C_67_18,ATP_C_67_Chilmathur,Devulacheruvu,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
317,12_C_67_18,ATP_C_67_Chilmathur,Palasamudram,,,,,,,,,,65,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
318,12_C_67_18,ATP_C_67_Chilmathur,Morasalapalle,,,,,,,,,,99,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
319,12_C_67_18,ATP_C_67_Chilmathur,Sibbaraopeta,,,,,,,,,,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
320,12_C_67_18,ATP_C_67_Chilmathur,Kodur,,,,,,,,,,376,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
321,12_C_67_18,ATP_C_67_Chilmathur,Chilamathur,,,,,,,,,,512,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
322,12_C_67_18,ATP_C_67_Chilmathur,Naremuddapalli,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
323,12_C_67_18,ATP_C_67_Chilmathur,Marrimakulapalli,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
324,12_C_67_18,ATP_C_67_Chilmathur,Veerapuram,,,,,,,,,,125,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
325,12_C_67_18,ATP_C_67_Chilmathur,Settipalli,,,,,,,,,,209,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
326,12_C_67_18,ATP_C_67_Chilmathur,Tekuledu,,,,,,,,,,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
327,12_C_67_18,ATP_C_67_Chilmathur,Vadigepalli,,,,,,,,,,64,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
328,12_C_63_01,ATP_C_63_Gowrajupalli,Mulakacheruvu,,,,,,,,,,144,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
329,12_C_63_01,ATP_C_63_Gowrajupalli,Naranagepalli,,,,,,,,,,210,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
330,12_C_63_17,ATP_C_63_Hindupur,Kirikera,,,,,,,,,,204,,,,,,,,,,,,,,,,,,,,,,,,,,
331,12_C_63_17,ATP_C_63_Hindupur,Kotipi,,,,,,,,,,229,,,,,,,,,,,,,,,,,,,,,,,,,,
332,12_C_63_17,ATP_C_63_Hindupur,Devarapalli,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,
333,12_C_63_17,ATP_C_63_Hindupur,Santhebidanur,,,,,,,,,,195,,,,,,,,,,,,,,,,,,,,,,,,,,
334,12_C_63_17,ATP_C_63_Hindupur,Thingepalli,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,
335,12_C_63_17,ATP_C_63_Hindupur,Thumukunta,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,
336,12_C_63_17,ATP_C_63_Hindupur,Gollapuram,,,,,,,,,,193,,,,,,,,,,,,,,,,,,,,,,,,,,
337,12_C_63_17,ATP_C_63_Hindupur,Hindupur (R),,,,,,,,,,375,,,,,,,,,,,,,,,,,,,,,,,,,,
338,12_C_63_17,ATP_C_63_Hindupur,Kotnuru,,,,,,,,,,275,,,,,,,,,,,,,,,,,,,,,,,,,,
339,12_C_63_17,ATP_C_63_Hindupur,Sreekatapuram,,,,,,,,,,242,,,,,,,,,,,,,,,,,,,,,,,,,,
340,12_C_63_17,ATP_C_63_Hindupur,Pulamathi,,,,,,,,,,202,,,,,,,,,,,,,,,,,,,,,,,,,,
341,12_C_63_17,ATP_C_63_Hindupur,Kodihalli,,,,,,,,,,230,,,,,,,,,,,,,,,,,,,,,,,,,,
342,12_C_63_17,ATP_C_63_Hindupur,Manepalli,,,,,,,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,
343,12_C_64_04,ATP_C_64_Kogira,Roddam Locherla,,,,,,,,,,97,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
344,12_C_64_04,ATP_C_64_Kogira,Kogira,,,,,,,,,,216,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
345,12_C_63_03,ATP_C_63_Lepakshi,Sirivaram,,,,,,,,,,198,,,,,,,,,,,,,,,,,,,,,,,,,,
346,12_C_63_03,ATP_C_63_Lepakshi,Kanchisamudram,,,,,,,,,,290,,,,,,,,,,,,,,,,,,,,,,,,,,
347,12_C_63_03,ATP_C_63_Lepakshi,Mydugolam,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,
348,12_C_63_03,ATP_C_63_Lepakshi,Cholasamudram,,,,,,,,,,154,,,,,,,,,,,,,,,,,,,,,,,,,,
349,12_C_63_03,ATP_C_63_Lepakshi,Kalluru,,,,,,,,,,302,,,,,,,,,,,,,,,,,,,,,,,,,,
350,12_C_63_03,ATP_C_63_Lepakshi,Lepaskhi,,,,,,,,,,262,,,,,,,,,,,,,,,,,,,,,,,,,,
